id	subid	left_index	right_index	F	F_entropy	F_enthalpy	F_freedna	Ffree_bound	Ffree_unbound
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	0	0	71.91065122377007	71.5316829791114	0.3789682446586833	56.563185923544125	57.82153629562798	1597.0734117224763
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	0	1	205.0498389842826	202.3611248539097	2.6887141303728845	178.76713250765897	182.23734281877194	1472.657605199332
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	0	2	356.721739614439	347.826208549767	8.895531064672028	310.57938954433683	318.05132715138285	1336.8436208667201
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	0	3	471.0106319508507	455.9512635868108	15.0593683640399	410.3694346409086	419.2830249743919	1235.611923043711
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	0	4	610.4248053489126	591.7548693559013	18.66993599301133	533.1894221573618	543.6800682051239	1111.2148798129792
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	0	5	738.4788157037269	714.2704175369237	24.208398166803267	644.2003877148652	655.5963088306573	999.2986391874457
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	0	6	866.9329285622597	838.1545068575564	28.778421704703277	755.4677141481184	768.8372060264173	886.0577419916856
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	0	7	1006.2850919161752	973.1180988268809	33.1669930892944	878.0615015101671	894.46271576565	760.4322322524517
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	0	8	1133.0286669057216	1094.908180346943	38.1204865587785	989.2144464477816	1006.9470454153444	647.947902602757
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	0	9	1260.3737514929767	1216.9309549602165	43.44279653276029	1098.9682675577492	1120.6584221525277	534.2365258655736
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	0	10	1393.8648211274924	1347.0784833405144	46.78633778697793	1220.3268594187844	1244.624381467164	410.27056655093713
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	0	11	1522.090839185016	1469.2551177432063	52.835721441809646	1331.2089623641996	1359.4770758311506	295.41787218695094
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	0	12	1643.2596060007609	1587.162999418492	56.09660658226888	1442.1396076285769	1473.5639661908917	181.33098182720863
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	0	13	1792.7198675092845	1734.1481080828735	58.57175942641117	1578.4762344619498	1609.85372060193	45.04122741617205
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	1	1	54.33337415924108	53.93127920486354	0.40209495437753695	43.08948793634457	44.40729678375335	1610.4876512343503
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	1	2	205.68726116866017	199.70573154542274	5.981529623237422	174.90174497302246	180.22128111636403	1474.67366690174
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	1	3	320.04646569108496	307.8624134114981	12.18405227958687	274.6917900695943	281.45297893937345	1373.4419690787295
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	1	4	459.5569301586792	443.7257597299962	15.831170428683029	397.51177758604774	405.8500221701056	1249.0449258479975
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	1	5	587.6390120508952	566.3181989144236	21.32081313647155	508.52274314355105	517.766262795639	1137.1286852224644
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	1	6	716.1613627089553	690.2548503015098	25.906512407445504	619.7900695768045	631.0071599913994	1023.8877880267042
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	1	7	856.197510002844	825.9695192049031	30.227990797940826	742.3838569388531	756.6326697306322	898.2622782874719
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	1	8	983.2659666592972	948.0353270584696	35.23063960082749	853.5368018764677	869.1169993803267	785.7779486377763
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	1	9	1110.6129244801143	1070.1265477317913	40.48637674832299	963.2906229864351	982.8283761175097	672.0665719005929
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	1	10	1244.162754553752	1200.4033460617113	43.75940849204069	1084.6492148474704	1106.7943354321465	548.1006125859556
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	1	11	1372.4305625265001	1322.735257112297	49.69530541420317	1195.5313177928856	1221.6470297961328	433.2479182219696
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	1	12	1493.583693868339	1440.7107004070958	52.872993461243034	1306.4619630572627	1335.7339201558752	319.1610278622271
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	1	13	1643.1758720755458	1587.8458190707547	55.33005300479103	1442.7985898906354	1472.0236745669135	182.87127345119058
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	2	2	84.57397146482519	82.28877802757584	2.285193437249352	65.49031591120396	68.89403606596545	1586.0009119521392
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	2	3	199.00617120347604	190.56115314766396	8.445018055812096	165.28036100777575	170.12573388897454	1484.7692141291295
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	2	4	338.4569748527947	326.4828452148464	11.974129637948273	288.1003485242292	294.52277711970675	1360.3721708983962
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	2	5	466.5270449635369	449.1312085882556	17.395836375281288	399.11131408173253	406.43901774524033	1248.4559302728626
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	2	6	595.1345837080013	573.1362995667724	21.99828414122886	510.378640514986	519.6799149410006	1135.2150330771028
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	2	7	735.2920569347904	708.9100658697084	26.381991065081895	632.9724278770349	645.3054246802335	1009.5895233378707
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	2	8	862.5131621093814	831.0687360155742	31.44442609380707	744.1253728146494	757.7897543299277	897.1051936881763
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	2	9	990.0098819388779	953.2993734570604	36.71050848181761	853.8791939246169	871.5011310671109	783.393816950992
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	2	10	1123.7945654102414	1083.6294843763262	40.16508103391512	975.2377857856521	995.4670903817474	659.4278576363548
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	2	11	1252.346317496666	1206.1520434788656	46.1942740178003	1086.1198887310675	1110.319784745734	544.575163272368
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	2	12	1373.859276664685	1324.2710835659373	49.58819309874776	1197.0505339954443	1224.4066751054763	430.4882729126259
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	2	13	1523.466457064108	1471.4723608796912	51.99409618441677	1333.3871608288168	1360.6964295165135	294.19851850158943
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	3	3	68.21668206548789	67.208525517449	1.0081565480388877	54.545511121340255	55.03338580754139	1599.8615622105629
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	3	4	207.4941802855091	203.25971193006828	4.234468355440802	177.36549863779368	179.4304290382732	1475.4645189798312
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	3	5	335.8007736649649	325.95364102715166	9.847132637813212	288.37646419529693	291.3466696638069	1363.5482783542957
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	3	6	464.4116524953886	450.00266836640594	14.40898412898263	399.6437906285505	404.5875668595671	1250.3073811585357
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	3	7	604.5928180334824	585.8326046314106	18.760213402071805	522.2375779905994	530.2130765988	1124.6818714193037
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	3	8	731.8771695137767	708.0584193911326	23.818750122644186	633.390522928214	642.6974062484944	1012.1975417696093
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	3	9	859.8140813658952	830.6837378656674	29.130343500227813	743.1443440381813	756.4087829856776	898.4861650324265
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	3	10	993.795369681649	961.1140875479934	32.68128213365561	864.5029358992167	880.3747423003142	774.5202057177887
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	3	11	1122.6456624271277	1083.9265750139582	38.71908741316963	975.3850388446318	995.2274366643006	659.6675113538018
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	3	12	1244.524178831608	1202.2237414077213	42.30043742388668	1086.315684109009	1109.314327024043	545.5806209940592
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	3	13	1394.1346826432575	1349.5759335717005	44.55874907155694	1222.6523109423815	1245.6040814350802	409.29086658302276
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	4	4	71.53405553878886	70.87232244245055	0.6617330963383052	54.187938312629655	55.16434518650722	1599.7306028315968
